,invoice_item_id,invoice,count,invoice_item_modified,invoice_item_created,product
65,6292f50c-8324-4856-a4c3-3c01e1cbb7c1,inv_20,1,day0,day0,p_87
66,84386930-7ddd-4af3-86d7-ffd93b5bf498,inv_21,4,day0,day0,p_68
67,4b4998dc-d2e4-4af0-98aa-bc8f32d457f9,inv_21,3,day0,day0,p_36
68,c70b019b-5d34-4a41-9fd8-424a0748c71d,inv_22,3,day0,day0,p_23
69,01012966-b682-45a9-a90e-8873e64c15b6,inv_23,3,day0,day0,p_11
70,41174880-c46c-454f-a3a2-78d90c3defbe,inv_23,2,day0,day0,p_67
71,3f4c40dd-de63-485b-a408-6f2dfc8d354d,inv_23,4,day0,day0,p_31
72,de9a3891-818b-4b51-99d8-f99b1b0e814f,inv_24,4,day0,day0,p_88
73,dcef9772-d394-428f-b250-de058fb9d95e,inv_24,1,day0,day0,p_97
74,ead04095-48c4-41cb-954d-8be9e7c8c925,inv_25,4,day0,day0,p_40
75,30cd4738-7f8e-41bb-8a39-ac0c9c251167,inv_25,4,day0,day0,p_76
76,240f48d6-b504-4b67-87d6-ae45e7185eea,inv_25,3,day0,day0,p_29
77,5e6b2dce-ec95-4e1f-a465-ed9638230d4a,inv_25,2,day0,day0,p_67
78,38e12c1d-5f2b-452b-8775-ecd703ad9c5b,inv_25,4,day0,day0,p_106
79,ee44b183-21d6-46b7-aa1a-94c740386f52,inv_26,1,day0,day0,p_34
80,fda0e8b8-55e3-4656-bc33-efc144c0d831,inv_26,1,day0,day0,p_102
81,1ff58c0d-d544-49f7-b278-161507e4cfb4,inv_27,2,day0,day0,p_31
82,ab747f46-5bd2-4878-b40d-8984a3d6f670,inv_27,3,day0,day0,p_17
83,fd61ec6f-7e34-42c4-92d8-a0b2d477c728,inv_27,4,day0,day0,p_49
84,56fa107e-8018-44e3-811d-5d6c6b26ca4b,inv_27,2,day0,day0,p_124
85,ed4be6a9-ff2d-49e9-a947-239470106a3b,inv_27,4,day0,day0,p_56
86,2685f691-21a6-44b4-8931-e9f5c0549ba4,inv_28,4,day0,day0,p_11
87,4188a5b9-2fc3-434f-9238-2c190c94b97b,inv_28,1,day0,day0,p_62
88,36efe12a-1dcc-4cc3-916d-1b34164d90e5,inv_28,1,day0,day0,p_103
89,22136f83-97ad-4630-86fa-f4cda7a14398,inv_28,3,day0,day0,p_82
90,6198d37d-d7f4-41ba-b1b0-e2c02b538c83,inv_29,1,day0,day0,p_112
91,16348c09-541b-45ba-a193-e94091043104,inv_29,3,day0,day0,p_89
92,69694e85-bf2e-4188-9a19-de9477812bfd,inv_29,2,day0,day0,p_28
93,2f9cc8f6-f680-4339-baaf-b6a02dfa872c,inv_29,3,day0,day0,p_60
94,2f2eca67-b701-47a1-b83d-9cc32708d320,inv_29,3,day0,day0,p_16
95,4ab63fb8-5f99-403b-99b8-8a12d2a967f6,inv_30,3,day0,day0,p_108
96,16eed180-a49c-44d9-a48e-a929d935e465,inv_30,2,day0,day0,p_79
97,2dff1592-e111-47af-a9dd-16b877a56d0f,inv_31,4,day0,day0,p_73
98,f2da3b44-26c0-4916-9424-e5730436668b,inv_31,1,day0,day0,p_49
99,df91bc66-d48b-422e-a4dc-5f42a52ff81a,inv_32,4,day0,day0,p_76
100,ca96fadf-fd54-4dc0-9c69-110611e3b5f1,inv_33,2,day0,day0,p_120
101,abd56148-df9e-499b-81ee-4fb89110d771,inv_33,4,day0,day0,p_83
102,7a54b576-1ef9-49de-8355-c78d49b46b32,inv_33,2,day0,day0,p_89
103,7075c349-f341-478c-94d7-ed0a4534ec40,inv_34,1,day0,day0,p_88
104,0e896785-89e8-4015-b1fe-d9b1f91538ce,inv_34,2,day0,day0,p_114
105,c90014dc-e060-493c-851c-3bcab05df792,inv_34,3,day0,day0,p_89
106,e67e78b1-d50c-4536-9728-09eb8cc28868,inv_35,4,day0,day0,p_43
107,8a8ad539-d0d5-4a4d-b72d-45bddf6f8e7b,inv_35,3,day0,day0,p_51
108,77afd794-1b52-4ca1-b147-980dd6d9e324,inv_36,3,day0,day0,p_91
109,60bcaacb-9b0d-47dd-9ff0-309052fc4d0a,inv_36,4,day0,day0,p_17
110,6472b473-ef59-429c-afa4-214af8e00eca,inv_36,4,day0,day0,p_45
111,c0f9db90-bad7-4832-b1b8-0d0d7d6d47d6,inv_36,2,day0,day0,p_25
112,a07a5724-c3e9-4c8d-90cc-e30d06a0da80,inv_36,4,day0,day0,p_11
113,3f802de6-1591-44fd-ba35-01d794a3a6e9,inv_37,3,day0,day0,p_56
114,38490df1-7694-4f70-9551-5b65ce249b37,inv_37,2,day0,day0,p_52
115,25f3fc52-7978-48fd-aea1-ef3818954af3,inv_37,4,day0,day0,p_3
116,aa59bde5-c94e-4fcc-b55a-344e19545d01,inv_37,4,day0,day0,p_37
117,ed96245a-ec6c-453b-a88f-1ca04feca198,inv_37,3,day0,day0,p_71
118,ccefdf29-f540-4c43-98b0-c9c63d3dd8ba,inv_38,2,day0,day0,p_2
119,d1d5960b-2790-4ea2-bfd2-b63dcbbae084,inv_38,3,day0,day0,p_14
120,9dceee63-91c5-445f-9434-95ae1d729844,inv_38,1,day0,day0,p_86
121,f6e16569-5314-4164-bfdc-bfabf05ddb27,inv_38,4,day0,day0,p_11
122,a48bc116-fdcb-459f-a049-1bd25bc55051,inv_38,1,day0,day0,p_97
123,12f32a51-1f00-45e9-90c4-050e52b790bb,inv_39,4,day0,day0,p_112
124,aa2f8933-020f-494d-98d2-71ab621df821,inv_40,4,day0,day0,p_29
125,b1356160-7486-40bc-adbd-8e195922502f,inv_40,1,day0,day0,p_88
126,f5d41615-5e6a-4ebd-8174-53d7e53358d3,inv_41,4,day0,day0,p_4
127,46485a90-6f93-4304-a5a7-b1305d75a11e,inv_41,4,day0,day0,p_58
128,ca2bf9a1-7d06-43b6-b44b-b2de410fc523,inv_41,3,day0,day0,p_23
129,f86a825b-6fd5-4614-b4f8-f49d7b12f669,inv_41,3,day0,day0,p_110
130,3b983c68-1c74-4e53-b96f-644f36461003,inv_42,1,day0,day0,p_110
131,a30aaaca-07f1-4d47-b65a-9dad7c60999d,inv_42,3,day0,day0,p_109
132,9ea2635a-220c-4aec-8c8d-45e2b33831ec,inv_42,2,day0,day0,p_96
133,92e32ee8-a948-458d-a968-6ba313303b40,inv_43,3,day0,day0,p_93
134,7da4ee57-0281-4170-9f04-061fd51d42b3,inv_44,4,day0,day0,p_57
135,64c72bf2-3672-4ef8-b528-55281b6b0fa3,inv_44,3,day0,day0,p_70
136,79edbed4-1988-428e-a725-67dbf86ee8a0,inv_45,3,day0,day0,p_99
137,706426bf-fb62-4edd-9615-9fef848b3cd2,inv_45,1,day0,day0,p_43
138,9a7d1498-8074-4310-aeeb-d5d442d876fe,inv_46,1,day0,day0,p_93
139,7f2ac1de-5104-49a3-a410-b94ae6227122,inv_47,1,day0,day0,p_94
140,23153939-8512-4695-9d7b-7134199f2b43,inv_47,2,day0,day0,p_23
141,01c37d15-0c48-4c24-956b-fde3ba73533a,inv_48,1,day0,day0,p_106
142,938cbb4e-eddc-4c10-8ed9-62a40f3895ce,inv_49,3,day0,day0,p_14
143,7df7d7ac-b181-4613-98ba-a6c672d31697,inv_49,3,day0,day0,p_122
144,abbed2ce-8a82-4117-a59b-b63e50fb2bb8,inv_49,3,day0,day0,p_117
145,3b83094a-382e-4081-a8f3-84d1fa844a48,inv_50,2,day0,day0,p_105
146,22fe30a3-c4f4-4eeb-a8f8-21d187b040ac,inv_50,3,day0,day0,p_66
147,31824846-2c4a-433e-b961-c4e7c51539b3,inv_50,2,day0,day0,p_31
148,aee89aea-1309-432e-ac18-259e33a71ca4,inv_50,1,day0,day0,p_102
149,38020415-5c87-4a70-8aca-3d44a7737c84,inv_50,4,day0,day0,p_12
150,e0dbc88a-889e-474b-8016-a9f969428bc1,inv_51,3,day0,day0,p_80
151,a43a8e9a-e438-45a9-bb1b-63d9722e8a0d,inv_51,1,day0,day0,p_8
152,35869229-6542-47b2-884f-00ab81b4c9a1,inv_52,4,day0,day0,p_4
153,62baaf03-67f1-4b2e-a3e7-f5a612511d9f,inv_52,3,day0,day0,p_43
154,93fda728-01c3-462e-b601-72f7e7c969a4,inv_52,3,day0,day0,p_116
155,791821e0-5d38-483b-a517-218e89ee0acc,inv_52,3,day0,day0,p_12
156,6632ab1c-0683-4e5b-9dae-5592e1aef107,inv_53,4,day0,day0,p_70
157,2fd21bcb-dcb7-458b-a141-90c6d6d4241d,inv_53,3,day0,day0,p_102
158,a1e09c58-c876-465d-96a9-f018e5176837,inv_53,3,day0,day0,p_43
159,35ab2856-7e04-4247-8d88-00c1803bbba5,inv_53,2,day0,day0,p_51
160,84fe7ff8-28d1-43c5-9cb0-571319a4e114,inv_54,2,day0,day0,p_23
161,9a0934dd-c210-480d-a8e4-f8398131675b,inv_54,4,day0,day0,p_26
162,fa36d0ca-310a-454a-8e8f-66cf96a26e56,inv_54,3,day0,day0,p_116
163,f824ad8a-5dcd-4cbc-9664-edc4391cba28,inv_55,2,day0,day0,p_70
164,24f0fd0d-6cc6-478b-8da6-e7eacc5a4587,inv_55,3,day0,day0,p_35
165,fc0fba2c-a7a4-42db-8c02-15925125b60c,inv_56,2,day0,day0,p_71
166,9e1f386a-c15a-4370-ac5b-e77b83701c26,inv_56,1,day0,day0,p_26
167,5dff8343-b7f9-4db6-bfc7-b818e8212bdf,inv_56,2,day0,day0,p_72
168,53bf1a1a-f822-4b9e-b5f4-60e392dfdf55,inv_57,4,day0,day0,p_121
169,35bc3058-7898-4b49-a62d-2034cb228ef8,inv_57,3,day0,day0,p_36
170,4e577189-decb-4163-bdac-1cb34896d8a4,inv_57,1,day0,day0,p_124
171,f47e6800-51a4-49c3-a5a7-b8580b51f25e,inv_57,3,day0,day0,p_67
172,0f791190-a9c1-4c92-98dc-eb1a9ec17222,inv_58,3,day0,day0,p_72
173,fea4901a-5707-48c2-837f-1496a194edd3,inv_59,3,day0,day0,p_33
174,a3066698-5fed-45db-9388-42123f532ef3,inv_59,3,day0,day0,p_65
175,4436cdab-0ebd-46e4-88d2-fdc34be640be,inv_59,4,day0,day0,p_16
176,71f7482f-a746-42c9-96c0-694c60b14198,inv_60,3,day0,day0,p_2
177,2d436f11-b97c-4aa1-a146-bba1a0684294,inv_60,2,day0,day0,p_36
178,a88662fd-453b-4ab2-94a4-2d34a72ba3b7,inv_61,4,day0,day0,p_90
179,c190f190-7561-4262-8821-a0cf69804fe8,inv_61,1,day0,day0,p_80
180,8f4c0d21-e4eb-45d2-b048-37d8f8640923,inv_61,4,day0,day0,p_31
181,1c84e69f-3af8-43a9-ad0e-723a9d85ea3d,inv_62,1,day0,day0,p_106
182,02ae5e0c-9522-4081-8686-cb3a37f30af4,inv_62,2,day0,day0,p_103
183,88775290-5a71-4cbe-86b5-54e9d46ce2e2,inv_63,4,day0,day0,p_92
184,714120ae-9468-4fcf-a42d-98ec858a3b75,inv_64,3,day0,day0,p_72
185,c3ae71d9-0800-4921-a13e-e6d682c9b70c,inv_65,4,day0,day0,p_122
186,0a646de1-4733-404a-87bf-1ac2b9f63e17,inv_65,3,day0,day0,p_48
187,e3d0db44-8df7-4a85-bb59-9b3cd4691f26,inv_65,4,day0,day0,p_32
188,cc3a7238-d6c4-425e-b2c1-cc91afb85572,inv_65,4,day0,day0,p_57
189,f5561112-5752-4722-9e0f-6a18bb0e05fb,inv_66,3,day0,day0,p_60
190,9728a106-9f05-4480-b36e-751e6d0d624f,inv_66,3,day0,day0,p_6
191,0a661992-1818-4f0c-aca4-74cfb20027d8,inv_67,1,day0,day0,p_55
192,089a9ac3-2f90-43d1-93dd-9a6c40cafd6f,inv_67,2,day0,day0,p_112
193,f860c6f1-338c-4b58-b868-b73a11c43c7a,inv_67,1,day0,day0,p_35
194,60c0cdc5-07f5-43c2-bd7b-c042a20fd4c0,inv_68,4,day0,day0,p_119
195,b36b1be7-2de5-4cd9-8560-16a74f1c7196,inv_68,1,day0,day0,p_82
196,e82e1640-f525-4be6-9be5-81e4e3cef8f7,inv_68,3,day0,day0,p_78
197,0b9d2eef-ff66-4cb7-9001-8c7e3dde09a1,inv_69,1,day0,day0,p_88
198,607b4bf8-436c-442a-a6bc-614cf3df9ff8,inv_69,1,day0,day0,p_111
199,8d4b469f-6e47-49d6-8a32-808a64f18afa,inv_69,2,day0,day0,p_72
200,831f34bd-6c2d-40b1-bcf6-de05c864a517,inv_69,1,day0,day0,p_55
201,44ce8cd3-4ea4-4c8c-ae33-ff28dc5ee1f8,inv_69,1,day0,day0,p_51
202,6dea8cac-6d4c-4427-a6ed-95a21ae44a4f,inv_70,2,day0,day0,p_81
203,6880a313-e9bd-424f-820e-e3618c6370ea,inv_70,4,day0,day0,p_22
204,0a73bafa-00c7-42f5-8997-58962631d952,inv_71,4,day0,day0,p_121
205,6f2681fe-867d-4c1a-9181-7f4937a8e959,inv_72,4,day0,day0,p_97
206,929bef0b-e817-4fe1-879c-d45bed59bdd2,inv_73,1,day0,day0,p_20
207,6a04b0a2-ebfa-48fe-81c2-9870b7d2e0ea,inv_74,2,day0,day0,p_116
208,b2435f36-51a1-4abb-accb-675f75e08297,inv_75,3,day0,day0,p_49
209,c8f1785a-1498-4aa0-a092-697073fd98cd,inv_76,2,day0,day0,p_93
210,4c7328a7-9c6f-4121-be82-5587a1cf4a56,inv_76,4,day0,day0,p_12
211,2f687075-d96f-4c68-97f9-6961d63c2349,inv_76,2,day0,day0,p_83
212,bb66f4bf-6aca-4d7b-8b78-07868912b446,inv_76,2,day0,day0,p_54
213,3a972b49-06d5-481c-ad88-002da513c5f2,inv_77,2,day0,day0,p_70
214,0d161159-528f-4853-8a45-153cfd94bd6f,inv_77,4,day0,day0,p_121
215,8181eb29-bd15-4028-a51b-84a64ed290eb,inv_77,3,day0,day0,p_61
216,41068025-4e1c-4976-b66a-267d38fbc7de,inv_77,4,day0,day0,p_87
217,769bd135-b503-4180-9220-9a77c7606285,inv_78,2,day0,day0,p_70
218,443d2247-3674-4eeb-b177-11a9c7fc8d8f,inv_79,3,day0,day0,p_84
219,42b11671-57b4-46a0-9372-39fb1ef922c7,inv_79,2,day0,day0,p_78
220,90719f0e-5413-44d6-85a5-fa50e7621f75,inv_79,4,day0,day0,p_43
221,ba246dd6-ab13-4939-8403-eacaa1c74780,inv_79,3,day0,day0,p_26
222,264d3058-11f1-41e6-981f-6a260640f779,inv_79,2,day0,day0,p_26
223,e88d6a56-74b0-4dc0-b492-247dec79b889,inv_80,3,day0,day0,p_119
224,e0412f0d-90e8-413e-ba40-3395f6e767c0,inv_80,1,day0,day0,p_83
225,2e9aea4a-f3bd-4d72-bb4a-89c9d2912fc9,inv_80,1,day0,day0,p_110
226,01f11c32-37b8-490d-a3fa-1baeb99d79ef,inv_81,2,day0,day0,p_83
227,0d3f4162-b2da-41f3-8ea3-59bb5956ed9a,inv_82,2,day0,day0,p_74
228,805d5f60-9402-44d2-a904-ca5d66f02125,inv_82,4,day0,day0,p_70
229,e055361b-27a0-40f1-b426-3f9e86ee24e8,inv_82,1,day0,day0,p_92
230,3bcdfa0e-dd43-41cb-bc5e-76c8af058758,inv_82,4,day0,day0,p_9
231,c7fde392-0e2f-499c-9d8f-a28da3448656,inv_82,3,day0,day0,p_37
232,6d59db0e-58bf-4423-b438-0b3372c3ed22,inv_83,4,day0,day0,p_96
233,52f81043-1621-40f9-9c23-a7440774d1c3,inv_83,2,day0,day0,p_60
234,91570b55-611d-44e6-9665-4faeaa85f722,inv_83,4,day0,day0,p_103
235,5fa9525e-9189-41b7-9dd2-2381d30b88cc,inv_83,4,day0,day0,p_55
236,95b7a8b3-8f22-4e7b-9b58-18d34b62be1a,inv_84,2,day0,day0,p_104
237,eb49bb72-314f-44b1-8dc5-284294f652cd,inv_84,4,day0,day0,p_79
238,7a57f945-c0aa-4573-83de-de757ffad90b,inv_84,1,day0,day0,p_112
239,61c51d06-0e15-42a7-95da-27df9e24981c,inv_84,2,day0,day0,p_25
240,f59ce082-38e6-40eb-af2a-aafba2d2bab6,inv_85,3,day0,day0,p_5
241,00676c34-4fda-444f-b4fd-7cc2476e7387,inv_85,4,day0,day0,p_5
242,bcf91a16-abf2-4504-a7c8-9e91342c543f,inv_86,4,day0,day0,p_0
243,f637a300-fecd-4cb2-a35d-0c25a683fdea,inv_86,3,day0,day0,p_4
244,328e91ee-d612-40b4-b465-14535218361d,inv_86,2,day0,day0,p_3
245,1abd3aed-ab35-41eb-a440-dcdcd93d74c2,inv_86,1,day0,day0,p_57
246,2336e742-22ff-414c-8c32-baea8bca71f1,inv_87,4,day0,day0,p_27
247,b7a32878-869d-4f1f-9b3c-4b0ad7b2b52c,inv_88,1,day0,day0,p_49
248,2bb010e1-82ac-41e0-a00d-1e4b78b489be,inv_88,1,day0,day0,p_119
249,5083e3f1-d396-4785-aa94-814468a3e153,inv_89,1,day0,day0,p_40
250,5bd8d98f-38f8-4f56-96d3-89f87af20460,inv_89,1,day0,day0,p_86
251,a5df7f3a-d389-43be-be02-daefd36c0870,inv_89,1,day0,day0,p_103
252,f88b2224-2387-47f0-b9db-77d1029e0e4d,inv_89,2,day0,day0,p_65
253,4fe90084-47da-42b6-9f4c-7969c28b0cb0,inv_90,1,day0,day0,p_55
254,57cf9cdf-e78e-43d6-8742-c69179be6043,inv_91,3,day0,day0,p_101
255,fd554291-19b7-44b0-ae50-a99825ae0654,inv_91,4,day0,day0,p_79
256,3d0fd0d6-fc31-42df-bfc1-3b1d64e6c2f7,inv_91,3,day0,day0,p_93
257,cedbac8a-e94a-4614-8dde-bcbc583d9975,inv_91,2,day0,day0,p_115
258,783b640f-d0bb-4f1e-b051-657ae1398075,inv_91,3,day0,day0,p_51
259,19165d5d-99bb-44ff-976d-4166fedc72dd,inv_92,4,day0,day0,p_68
260,8f820365-277b-4052-bf84-406a394b8a17,inv_93,2,day0,day0,p_88
261,7dccd3e3-470e-47d5-a1d3-0820e570d032,inv_93,4,day0,day0,p_50
262,253bd88c-b412-48bc-ac27-7d497ec9eff1,inv_93,2,day0,day0,p_47
263,7ca1aa7a-0fd9-4ae9-b234-a47f770285d6,inv_93,4,day0,day0,p_120
264,62f80ffd-af06-43ac-b347-29d391641e40,inv_93,3,day0,day0,p_108
265,4d955f4d-3783-4448-b55a-44ec4fcef3fd,inv_94,1,day0,day0,p_96
266,b19a5011-9037-4206-98fd-b51ace62f7bf,inv_94,3,day0,day0,p_75
267,374b73c8-fc36-4cc8-adaf-4ca0a2f8e45e,inv_94,1,day0,day0,p_104
268,f29e8ee1-1c63-4d03-a034-ceb5c4f94b6a,inv_94,2,day0,day0,p_58
269,552980d1-db02-4c2b-9ece-d01cc7e5ba3d,inv_94,2,day0,day0,p_64
270,64ba4c88-27de-441e-9731-c018b7ecc03e,inv_95,1,day0,day0,p_68
271,a92fdaef-76f1-41b0-b8b9-e6ca9005e6fa,inv_95,4,day0,day0,p_47
272,09f18f5c-e9ae-4af6-8095-6e262b6032a4,inv_95,3,day0,day0,p_56
273,42dc10aa-5625-4ecd-bd53-bd77e0393060,inv_95,3,day0,day0,p_124
274,e418775e-0245-440c-8c68-607793c37dbd,inv_95,4,day0,day0,p_46
275,a03b7176-2aa7-4363-8237-6c7f9e2d5ff4,inv_96,4,day0,day0,p_103
276,24ab2640-5b39-46e1-8efd-4f4426b9c933,inv_96,2,day0,day0,p_99
277,656df61b-9459-452b-852e-8efd4e63bde3,inv_96,3,day0,day0,p_103
278,1d91f9de-fb8b-41b6-8f91-44040f3f23e4,inv_96,4,day0,day0,p_43
279,a9f69544-c2f6-413e-934f-484bf0211874,inv_97,2,day0,day0,p_108
280,a0ec01bb-6dc2-4a99-94f2-aaba4cbbc738,inv_97,4,day0,day0,p_58
281,84fac366-82ab-460d-b592-da300e561644,inv_97,4,day0,day0,p_5
282,a06e1067-3513-443f-8d9f-1bafceb5dfba,inv_98,3,day0,day0,p_87
283,116d99a4-e606-40c8-8e95-5c67c3a1e524,inv_98,4,day0,day0,p_114
284,6ed11b5d-72c6-4c0f-ba57-90fe85f98b03,inv_98,4,day0,day0,p_98
285,a1637dd1-2885-4263-87a4-a0a4d51f0524,inv_98,4,day0,day0,p_21
286,98d1efac-4095-4c28-8b64-3b1a043e4e0a,inv_99,3,day0,day0,p_9
287,a0e51495-aed9-4911-b427-b55492a613e2,inv_99,3,day0,day0,p_55
288,d169cc5f-9362-43d7-8f7c-3410f1fb6999,inv_99,4,day0,day0,p_78
289,d595a052-2dff-46c9-8915-88d06523e78d,inv_99,1,day0,day0,p_15
290,b04088a8-93c3-4fb6-8632-9b1553ac625e,inv_100,2,day0,day0,p_6
291,84b9b793-4e64-4fe7-b0a4-a79bdc471d8c,inv_100,3,day0,day0,p_85
292,d0c36c9b-1aff-4146-9e35-3793dacbf702,inv_101,3,day0,day0,p_116
293,883b538b-293e-458e-8f9f-4d1b5ce47990,inv_101,2,day0,day0,p_99
294,a9f49881-0c2b-434f-9dfc-209cfe0baa77,inv_101,1,day0,day0,p_116
295,b97dfe15-199d-4c87-a31b-ff52c76a33ad,inv_101,2,day0,day0,p_18
296,33437e41-a8e2-463f-a04b-ec1438c17436,inv_102,4,day0,day0,p_68
297,3dc79b99-5352-4044-bf77-8aa8dfd99bd5,inv_102,2,day0,day0,p_87
298,175d8c16-63f2-4b28-b7f6-3b14019445d0,inv_102,4,day0,day0,p_119
299,e4cf7a0f-802f-46d6-aae1-07ddd1486492,inv_102,4,day0,day0,p_33
300,bb68f030-aa3f-46ab-86de-b6a6e6e2cfae,inv_102,1,day0,day0,p_122
301,5f7c159a-44b3-41e3-966c-28073e6603bc,inv_103,4,day0,day0,p_109
302,87166f84-1348-49ff-82ff-2b9dbde1a82a,inv_103,1,day0,day0,p_26
