,invoice_id,customer,status,invoice_modified,invoice_created
48,inv_48,360489c7-8cac-4510-a816-c8985244afa5,sent,day0,day0
49,inv_49,5400f289-4937-4d5d-8c1e-4926bfa730f2,sent,day0,day0
50,inv_50,0e559180-c5b2-4258-9a29-79a7f19cc29b,sent,day0,day0
51,inv_51,5a778e2e-e0fe-4fbe-9ffa-689ec34e8e23,sent,day0,day0
52,inv_52,6dc8e3f4-84f4-42c6-958e-83f9c625cf64,sent,day0,day0
53,inv_53,9fe37d59-d4bb-4962-bd5d-143323857513,sent,day0,day0
54,inv_54,f07bce9d-15ef-4741-abb0-c2661ce83ef4,sent,day0,day0
55,inv_55,18238ccb-a28b-440a-b574-d06d4018f903,draft,day0,day0
56,inv_56,5fc6fb78-10ac-45ea-8cbd-030abe02604c,sent,day0,day0
57,inv_57,4baa567d-1968-4813-911e-c005aa5c241a,sent,day0,day0
58,inv_58,81f92bff-9796-40a9-953a-0802d434f82e,sent,day0,day0
59,inv_59,592224b7-5b0f-4216-8d0b-f8f735b83a8d,sent,day0,day0
60,inv_60,b5d0b91d-6219-46f0-9036-d61ae1579049,sent,day0,day0
61,inv_61,b4d5c351-05b8-4988-93a7-5dc36a683a98,sent,day0,day0
62,inv_62,6a9fa371-fe21-4984-ac91-ea40ba1ff76e,draft,day0,day0
63,inv_63,a40cce8f-a93f-42dd-a08c-12c86e7b0cf7,sent,day0,day0
64,inv_64,7754e757-122f-4bac-9cb6-656122dbea10,sent,day0,day0
65,inv_65,619d6bc2-8cd5-4adf-bd23-8fef7299db68,sent,day0,day0
66,inv_66,24567ae9-8ae5-453d-9f9b-c6c0fbb2987e,sent,day0,day0
67,inv_67,6557e4fb-58c0-4de0-816d-2acfefddd741,sent,day0,day0
68,inv_68,127ad512-8011-47df-b37c-9c3ae857cfb7,sent,day0,day0
69,inv_69,def55453-c878-4b64-b22a-ae8ea2c25fa2,sent,day0,day0
70,inv_70,f3d54164-e1af-4288-90e9-6bb405f08696,draft,day0,day0
71,inv_71,3daf3de1-f788-4078-a78c-7d2f9e20e4b5,sent,day0,day0
72,inv_72,8ad08c9a-2867-4ae1-8de4-11cdc90df642,sent,day0,day0
73,inv_73,361e75ad-41e8-4715-b55d-ed114c20080e,draft,day0,day0
74,inv_74,b5b06475-c229-498b-a8a0-ffb553bbfb36,sent,day0,day0
75,inv_75,ef81d006-5045-44f5-af4c-a042683e6c6f,sent,day0,day0
76,inv_76,11ab8933-6cb5-4411-ab05-53c9f502d23f,sent,day0,day0
77,inv_77,f2c33356-28d2-4bb0-989a-aef1c78ec9d5,sent,day0,day0
78,inv_78,49bffb72-5f04-4ebc-bf98-d4b3186cd270,sent,day0,day0
79,inv_79,bffc741d-961f-4417-a904-f5295a0db021,sent,day0,day0
80,inv_80,b1c4c75a-4af0-464f-81dc-5c0d89c3487b,sent,day0,day0
81,inv_81,7f45ae80-4559-4d74-9d8d-def2fc879b98,sent,day0,day0
82,inv_82,fcd681e3-37b8-4dce-a30d-ae16b71d402d,sent,day0,day0
83,inv_83,301e456d-30f6-4e3f-ba72-9e083f56d52c,sent,day0,day0
84,inv_84,fb795734-2025-4834-a89c-587b548bc163,sent,day0,day0
85,inv_85,966884ab-9eb5-46a9-bc94-2d35d1a15927,sent,day0,day0
86,inv_86,9c9440ae-c9f2-4294-b162-ec475c904b21,sent,day0,day0
87,inv_87,47fd3c70-f609-4140-9de4-89cc7f0a78b3,sent,day0,day0
88,inv_88,a1d7e149-b5df-4d70-b1c2-14edf30d20fd,sent,day0,day0
89,inv_89,2a5b4597-7ff0-4b50-b44e-a01de4c1b0be,sent,day0,day0
90,inv_90,163b7d37-e363-44ca-b3e2-46ee7010ef0e,sent,day0,day0
91,inv_91,58288675-a73e-4898-8274-51de79d89bce,sent,day0,day0
92,inv_92,6eaec39a-0748-4f26-b674-cad5d309ba47,sent,day0,day0
93,inv_93,fa888cf6-cd4b-43e6-bf3e-cbb3f98e0e3e,sent,day0,day0
94,inv_94,f6c2a275-5194-43b6-ab51-6a10faf480d5,sent,day0,day0
95,inv_95,414e45a7-ac3d-404e-aff1-34ae995163f9,sent,day0,day0
96,inv_96,ffb58363-aa1f-43a9-89b6-47d98ae5b5e3,sent,day0,day0
97,inv_97,f5a84c60-9aed-4ba9-9533-4b461af13176,sent,day0,day0
98,inv_98,26f2e72c-e472-48c9-8314-759967e3df7b,sent,day0,day0
99,inv_99,dbf4da72-10b4-45ef-a278-ec915776b2a1,sent,day0,day0
100,inv_100,c48653a0-fcfb-4ef1-9fd1-83feb0cb86f4,sent,day0,day0
101,inv_101,6370b79e-5331-4bb2-9080-bda0cc0cf984,sent,day0,day0
102,inv_102,400a28fc-765c-4630-87a6-25aca5005f30,sent,day0,day0
103,inv_103,6f92d2f8-c5ae-409d-844c-e144698c4057,sent,day0,day0
104,inv_104,8b8905e5-28a1-43c5-ba6f-ecd1afb5e283,sent,day0,day0
105,inv_105,344fa6ff-3f24-4693-8a53-3333b6756726,sent,day0,day0
106,inv_106,9a0336a9-7a7b-4391-9fe8-6ec9eecdad8d,sent,day0,day0
107,inv_107,f136a1ca-7cc6-4ab7-b254-7ff4fed36289,sent,day0,day0
108,inv_108,a8a0b44b-d312-4f6f-a5ba-9983d4f2882b,sent,day0,day0
109,inv_109,46cdad7a-d300-479b-9dd6-46484281e026,sent,day0,day0
110,inv_110,153499a9-1da1-4254-a079-b1ed14bd1123,sent,day0,day0
111,inv_111,977f6693-8638-44e8-a30f-d2449572d74c,sent,day0,day0
112,inv_112,31f8c4d2-1e34-4d80-879f-c5a434dec22d,sent,day0,day0
113,inv_113,22c09362-32a4-4e10-9197-5fc39660198c,sent,day0,day0
114,inv_114,97282394-31a0-4d1f-92b3-f5fe2d6ede6f,sent,day0,day0
115,inv_115,c57c43c4-07ce-4820-9396-fc81ea2a67ba,sent,day0,day0
116,inv_116,a02fb4fe-21bb-4e86-8dfc-8c4369a69b52,sent,day0,day0
117,inv_117,6a46286f-a647-4055-862f-6fae51d075ec,draft,day0,day0
118,inv_118,e8914b3e-f50c-48d9-aeef-e6f448858d95,sent,day0,day0
119,inv_119,1ce6a8b3-8a29-4fc1-aeb5-f00c187a8694,sent,day0,day0
120,inv_120,de5723f5-ade1-406a-9dff-7da9b4cac44a,sent,day0,day0
121,inv_121,9d796a74-8d6b-4590-950d-a8c0674d6e4e,sent,day0,day0
122,inv_122,c910f76a-be17-4473-8a42-e399128b3709,sent,day0,day0
123,inv_123,7a05bf17-c696-4730-b7b2-f4dca455e412,sent,day0,day0
124,inv_124,a4596fb2-24a8-4c37-aa7c-9665f9213a29,sent,day0,day0
125,inv_125,57443b06-5a23-4f08-8ce2-66cce377d54d,sent,day0,day0
126,inv_126,ba5efb08-80f1-47ab-9c60-76e9556ee389,sent,day0,day0
127,inv_127,a742c378-35f4-42e1-ac01-1dc578550460,draft,day0,day0
128,inv_128,823f9fe3-9d49-4feb-8a11-f409109def71,sent,day0,day0
129,inv_129,dbd0ca1d-79fc-4d55-b112-6b9607e721c8,sent,day0,day0
130,inv_130,344068b7-b92a-4640-afd2-3fc2ceeabaf6,sent,day0,day0
131,inv_131,d6056ed7-7db8-414a-b160-49a67cad9d10,sent,day0,day0
132,inv_132,318da997-3dcc-45c4-a668-a95f0ed020aa,sent,day0,day0
133,inv_133,9e9dfea3-e573-4516-a54d-c4764ca9af29,sent,day0,day0
134,inv_134,a42c9381-3989-4660-ba88-fe4ceffa48ba,sent,day0,day0
135,inv_135,b5046f81-9a5d-4d3e-ad5b-f44a7a269e35,sent,day0,day0
136,inv_136,c8e880cb-1fbf-4238-975a-9824ba10bc25,sent,day0,day0
137,inv_137,4bf327ce-14e9-4976-94e2-7e2e89761fc3,sent,day0,day0
138,inv_138,baf5f759-a1f0-48da-b12a-5e2c0b929c43,sent,day0,day0
139,inv_139,432bc24f-6c94-4340-80da-f2a4f7dfbc83,sent,day0,day0
140,inv_140,608cda40-2824-4f22-9231-a83155a6f9d5,sent,day0,day0
141,inv_141,0025be21-3b3d-4dc8-9eb9-ccaaef2ec223,draft,day0,day0
142,inv_142,83ae3a9b-5e15-4bcf-8706-6519de115421,sent,day0,day0
143,inv_143,3506a39b-d929-4cc6-8de3-53ec7c07b0a7,sent,day0,day0
144,inv_144,4a0c2c45-a486-43e6-b493-dcccf1af9dd7,sent,day0,day0
145,inv_145,039ea5b9-75a0-4eb2-a6c0-8c30590110bc,sent,day0,day0
146,inv_146,349d1fc9-d4fd-4b3a-9ae6-22afbf848c02,sent,day0,day0
147,inv_147,90ab4b22-622c-499e-a66d-0b26bebccdda,sent,day0,day0
148,inv_148,32a2222e-25fc-42f1-9cb9-830e46144868,sent,day0,day0
149,inv_149,6ee7f61e-ae72-4678-a3e3-54c8a75da1db,sent,day0,day0
150,inv_150,834f2a92-bfcd-48a6-9b17-a7112058eacc,sent,day0,day0
151,inv_151,ff217f06-e9c6-4535-8d8c-9fb132ff6aa4,sent,day0,day0
152,inv_152,e14b4878-89fe-4efa-ba18-227a16d0458d,sent,day0,day0
153,inv_153,7508e69e-15ab-4c87-a463-426cae7e6cc3,sent,day0,day0
154,inv_154,008a0fa8-3749-4cf8-9063-388bdd7e3787,sent,day0,day0
155,inv_155,656257f5-3fc9-4387-a1f9-fbfc79dc6453,sent,day0,day0
156,inv_156,3f1666e0-4ae1-4a0c-a485-7ec3e8c73dec,sent,day0,day0
157,inv_157,06384324-87cd-4f58-898c-883885c10956,sent,day0,day0
158,inv_158,6d9501b2-0492-47c8-aac9-0b1c7de9e9d5,sent,day0,day0
159,inv_159,87c61d8e-c045-4d2e-bc55-c85e3bbe3e0f,sent,day0,day0
160,inv_160,ea884912-4815-4294-ac63-4e9c157207a7,sent,day0,day0
161,inv_161,97fc881f-0e4b-4504-9070-f06be5d88c63,draft,day0,day0
162,inv_162,d2dbd487-0756-4463-a4d7-3e5c19f0f368,sent,day0,day0
163,inv_163,378a6d45-d725-4c1e-88f9-d8993e59c187,sent,day0,day0
164,inv_164,c25504ec-a772-44a9-b9e1-f6f734f30374,sent,day0,day0
165,inv_165,a45ea4be-40c8-4f63-91f6-5a75c27a2f4e,sent,day0,day0
166,inv_166,5a130845-e67e-4a25-aed0-3331dae3884d,sent,day0,day0
167,inv_167,25338df9-e4d2-4713-a479-056211d2d5ac,sent,day0,day0
168,inv_168,decd1875-12c0-411a-8765-9b2f6aeb26a9,sent,day0,day0
169,inv_169,8427b5b9-0716-454f-89ec-628a4e1bcf13,sent,day0,day0
170,inv_170,fad76ec5-9838-4bfe-a306-5a596084143e,draft,day0,day0
171,inv_171,94940963-3995-4bd8-a6ef-103d41e6d6b6,sent,day0,day0
172,inv_172,f375e53b-b30f-4a4c-b982-85a295fcf9ec,sent,day0,day0
173,inv_173,bdf6276c-2547-4f89-8f40-15bf4fd56505,draft,day0,day0
174,inv_174,0224116f-70d7-404d-a8fc-fd303024d82d,sent,day0,day0
175,inv_175,53211949-63f6-4368-a08c-07503ab28cdc,sent,day0,day0
176,inv_176,d8cc552b-f4ee-4c0f-9c47-8f440a63b2b8,sent,day0,day0
177,inv_177,661261bc-df9f-4f2c-89c4-670cfbc7817f,sent,day0,day0
178,inv_178,643a283c-94e2-4a09-842d-7ab2cbff88f6,sent,day0,day0
179,inv_179,9336cbdb-45f5-4eef-a24c-784bec621275,sent,day0,day0
180,inv_180,777df2fb-ec80-4be8-93c2-4f999339a986,sent,day0,day0
181,inv_181,92601ae1-5aa3-47d1-b1b2-19c011af2a6e,sent,day0,day0
182,inv_182,2082338d-6536-478b-a230-67dc5eb7d2c7,draft,day0,day0
183,inv_183,8679bdf1-494c-42d3-a659-da8722d6f6a3,sent,day0,day0
184,inv_184,4781166c-f9e7-4db5-a76e-23fba54ca45d,sent,day0,day0
185,inv_185,d64b67c1-93e3-49da-b4b7-3771ce282a7d,draft,day0,day0
186,inv_186,bcd93559-773a-4b56-9549-7500c340c223,sent,day0,day0
187,inv_187,8350cf24-8375-4570-92b8-dcaca1ef7989,sent,day0,day0
188,inv_188,c3806ce4-6b26-4c5d-81e0-d20d47922751,sent,day0,day0
189,inv_189,ce335445-c68e-4efe-8528-9d330e26d37f,sent,day0,day0
190,inv_190,26d53f2f-a647-41b2-a54d-7e6eb2af9e34,sent,day0,day0
191,inv_191,7d935a20-1f23-45be-95cb-fa3dea078f64,sent,day0,day0
192,inv_192,39499397-7daa-422d-bf96-01cdf15b3bfb,sent,day0,day0
193,inv_193,5cc7b827-db86-4b55-9df2-e6e12b82a0bc,sent,day0,day0
194,inv_194,321d6cb3-d5dd-4ff2-82cf-dc2b718a055e,sent,day0,day0
195,inv_195,04526418-d819-42bd-a8b7-a293f4f9334d,sent,day0,day0
196,inv_196,3304c9ea-350c-4d08-afc4-71b24b3b39f0,sent,day0,day0
197,inv_197,1fa2acc0-3521-452b-81db-c0367c382004,sent,day0,day0
198,inv_198,bf5de73e-4a7b-450d-a5f7-af45d22c1b49,sent,day0,day0
199,inv_199,f4eabd67-2929-4074-8fd8-2eb41e252ba9,sent,day0,day0
200,inv_200,4315bd88-da94-4058-bf11-c6049904b605,sent,day0,day0
201,inv_201,317ef66a-a15a-4213-b46e-56817e6f4e2e,draft,day0,day0
202,inv_202,7149fbea-66ce-49cb-a124-0e07547a57d6,sent,day0,day0
203,inv_203,7a17e9ae-4ab1-4149-9201-62bda06c69be,sent,day0,day0
204,inv_204,4f7ce0a1-7420-41eb-adbb-1db74f8f88c8,sent,day0,day0
205,inv_205,4e7d6e2e-f575-4cab-8c37-1af960fe889e,sent,day0,day0
206,inv_206,c4adf8bb-ae59-413b-a124-9d040c1c97cd,sent,day0,day0
207,inv_207,3bb338d8-dcc2-4ad4-8527-2b0616284b53,sent,day0,day0
208,inv_208,7924bdbd-5b6a-457f-b326-39f6c6c291cf,sent,day0,day0
209,inv_209,902ef3f4-e366-40ea-93ff-cf580d7622ad,sent,day0,day0
210,inv_210,fbac8acf-b2fa-4f8f-9318-0ad23cb965bd,sent,day0,day0
211,inv_211,411218db-3129-4046-9cb0-9b4238a16dd7,sent,day0,day0
212,inv_212,ee0d3cd2-fb50-46e4-955e-56aeff73af57,sent,day0,day0
213,inv_213,15b6c298-32f3-4dd2-9fac-cb6e8340198f,sent,day0,day0
214,inv_214,78036ec4-1823-44a9-9a87-79ecd9cbc84b,sent,day0,day0
215,inv_215,2d7dc882-7d7b-4349-925d-bee2800ea73b,sent,day0,day0
216,inv_216,ae2a6253-66b9-46fa-909a-74848c80e781,sent,day0,day0
217,inv_217,28f058f2-e017-4890-bb68-329555b744ab,sent,day0,day0
218,inv_218,ad6cacc3-5721-48da-b12f-5e1e2ff5a1cc,sent,day0,day0
219,inv_219,5cb2b35e-d26d-4581-a6e8-8b6a0122f0e9,sent,day0,day0
220,inv_220,19c02761-8daf-4c5b-a289-c30d790c60d9,sent,day0,day0
221,inv_221,31a01490-8dd6-4cac-a7ec-8627a5257ba4,sent,day0,day0
222,inv_222,3b386ea9-3531-4a57-ac26-82c6ef0adfae,sent,day0,day0
223,inv_223,ee18a629-ef1f-4747-9f1d-123b5aac30a7,sent,day0,day0
224,inv_224,ac95c8d6-e59e-4da7-9855-23183d22a63b,sent,day0,day0
225,inv_225,23e0d0f1-26a7-4ff7-9edd-d07152d1c765,sent,day0,day0
226,inv_226,51c46d17-1d38-4fb0-a244-373d9531bc4f,sent,day0,day0
227,inv_227,1a410f13-a119-4980-b41b-79f9050efc8f,sent,day0,day0
228,inv_228,e2876764-5b00-47cb-8cd3-f9f8ec472f74,sent,day0,day0
229,inv_229,f3f8434c-e785-41fc-9538-e4ff7400a739,sent,day0,day0
230,inv_230,b6ea52f0-d211-4d6d-a494-489d2a2856fc,sent,day0,day0
231,inv_231,8a461007-e9c9-48d0-a207-09a93251280d,sent,day0,day0
232,inv_232,2303466d-590d-464a-b7ff-694e5aca757c,sent,day0,day0
233,inv_233,755cae13-c951-47e6-82d8-13d4e0132253,sent,day0,day0
234,inv_234,55aed4bf-109c-4a58-a1a0-e01d5db1a714,sent,day0,day0
235,inv_235,d453403a-645b-4ef8-a1df-70da9d83a0e1,sent,day0,day0
236,inv_236,c3880571-2856-4a48-8db4-3243777b23ad,draft,day0,day0
237,inv_237,9105b750-87d2-4447-93f8-f4aba0d9112d,draft,day0,day0
238,inv_238,f53e0575-9df0-4284-8ccb-1194dafa2a5b,sent,day0,day0
239,inv_239,32b1d71b-d9d3-4759-b6c8-2ad83a39f47d,sent,day0,day0
240,inv_240,20125111-d9cb-41b7-8b3d-c6f66dd9189e,sent,day0,day0
241,inv_241,53060bf9-f395-4707-8d95-f8352068789f,sent,day0,day0
242,inv_242,1649ea39-0a6e-4af3-ba35-7447062b185c,sent,day0,day0
243,inv_243,52694f07-1270-43a0-b5c6-ba1d48051882,sent,day0,day0
244,inv_244,49a918ad-ddd5-4aa1-8857-c351465d4059,sent,day0,day0
245,inv_245,f5e86106-ca71-4f04-bafb-6233ff11645b,sent,day0,day0
246,inv_246,84574551-ffb3-4447-8e13-e31cfa5e9410,sent,day0,day0
247,inv_247,94ada8af-8e11-4869-a20a-9e36f8cd35dd,sent,day0,day0
248,inv_248,ed6cf623-641a-434c-a00b-84aabd3836cf,sent,day0,day0
249,inv_249,bb296194-66b2-4367-acc8-e75fe9dd2c63,sent,day0,day0
250,inv_250,53192139-43ab-4bb0-8d3e-964c3e83a586,sent,day0,day0
251,inv_251,f3f00928-579d-4eb2-b212-a120beaad2e2,sent,day0,day0
252,inv_252,c8245588-2160-4afe-8ebb-088bca33f4fe,sent,day0,day0
253,inv_253,46528377-ff73-4a2c-9df4-b61ed74b1908,sent,day0,day0
254,inv_254,1ae58f23-d3a7-453b-a179-222a4fd1e762,sent,day0,day0
255,inv_255,40d6b840-9110-4654-8957-0f5b3db872b8,sent,day0,day0
256,inv_256,7856905d-c126-42cf-82e3-168e05b22a60,sent,day0,day0
257,inv_257,b986fc5d-98eb-4b33-ab44-6f0fe24ae5b6,sent,day0,day0
258,inv_258,47d8e6f2-1182-48a2-b1e0-7b395627be82,sent,day0,day0
259,inv_259,c3ff5a93-6ee2-4b8f-89f6-23e6681c1364,sent,day0,day0
260,inv_260,f3353304-1072-44a5-a615-55ca64168025,sent,day0,day0
261,inv_261,3174ad89-c02f-4424-92fd-61b02d5ab252,sent,day0,day0
262,inv_262,c55371cb-53e0-417e-8de8-9d70666aa461,sent,day0,day0
263,inv_263,5af82d2c-2367-4e0d-8fe1-ea11c586855a,sent,day0,day0
264,inv_264,0db8d433-a241-4d08-ae4f-069a63b26f38,sent,day0,day0
265,inv_265,98670a1a-3e6a-40cd-b3f9-92d9889cb540,sent,day0,day0
266,inv_266,8f484d0a-3048-4ed5-964b-3a8f89f4e766,sent,day0,day0
267,inv_267,69b68e16-59ba-4330-9b8a-e1a38c3a27e9,sent,day0,day0
268,inv_268,c9a1e651-7eb5-41d3-8c9a-b4869dbd8c5e,sent,day0,day0
269,inv_269,3c70e3ce-8626-4783-a5ce-df08a62ce4c5,sent,day0,day0
270,inv_270,ed789b9c-09d1-4843-ad13-56f14305d8c5,sent,day0,day0
271,inv_271,55e90140-1c78-4f38-b2f9-3c3824f03f52,sent,day0,day0
272,inv_272,b9808a44-87d7-427f-ab44-f35fd246b02b,draft,day0,day0
273,inv_273,6f7aa7cb-bbdb-441c-af44-6a3a6d0645ec,sent,day0,day0
274,inv_274,68ea6a85-a270-4fed-8dc8-de09e0a88282,sent,day0,day0
275,inv_275,dfa28fc4-83cc-4e65-8ab7-a852a6875174,sent,day0,day0
276,inv_276,e806a51b-ef5c-4437-a3c2-72d5ac9fb0b5,sent,day0,day0
277,inv_277,14f00794-9e02-443d-b27d-0725ebb901bc,draft,day0,day0
278,inv_278,3f0b59d5-c143-44ad-ab0d-733d79c0bdc2,sent,day0,day0
279,inv_279,3acb9c3a-262c-4fc1-808b-b449b7d92173,draft,day0,day0
280,inv_280,d1deb19e-6751-431d-9576-eb8d2fc31be0,sent,day0,day0
281,inv_281,9a70ba7f-97e8-4d9d-ad23-bd1438c31685,sent,day0,day0
282,inv_282,24501642-c1eb-4538-98cd-74f78139d900,sent,day0,day0
283,inv_283,f932707c-b2a6-4f39-bf00-cf2648158342,sent,day0,day0
284,inv_284,feb83632-8810-42aa-b931-8e95989cd557,sent,day0,day0
285,inv_285,ec9bdfc3-d170-4505-af76-27c15a2304d5,sent,day0,day0
286,inv_286,21a1d65f-c711-4849-b6bf-21e1ff92e591,draft,day0,day0
287,inv_287,dbb0ebc9-101f-4a5a-9901-bde4f123bec5,sent,day0,day0
288,inv_288,e134c0ed-4a75-4a70-8b9f-8ffc2593e50f,sent,day0,day0
289,inv_289,56535e01-28e3-4261-8758-68049edc83f8,sent,day0,day0
290,inv_290,cee038d1-8f63-467d-876e-b63681bd2aee,sent,day0,day0
291,inv_291,d6f34805-667c-49c0-8b65-07c1a3f4649b,draft,day0,day0
292,inv_292,09aa9bbf-4034-4bda-925b-3dc28666c9d4,sent,day0,day0
293,inv_293,73327391-8798-41d3-9a65-0e2628aed1b8,sent,day0,day0
294,inv_294,253982cf-3c9b-496f-a6c1-0e49898a2838,sent,day0,day0
295,inv_295,9a5081c9-cc22-42ab-a455-4c12135c647d,draft,day0,day0
296,inv_296,feefb158-d0ea-488a-8e4f-7b9897e6e700,sent,day0,day0
297,inv_297,7bdad4e6-aeda-4d9c-8f7a-72d5f915a515,sent,day0,day0
298,inv_298,02231b4c-3068-4902-96c4-97333c500f15,draft,day0,day0
299,inv_299,67b7411e-019d-489f-a545-f8fae992701c,sent,day0,day0
300,inv_300,a2af5d80-a70b-4167-af0b-a11788eda1ff,sent,day0,day0
301,inv_301,5f677d8f-f9bc-4bd5-9d25-2d6dd3e93236,sent,day0,day0
302,inv_302,10b67bed-f08a-44cf-b771-0881700a319c,sent,day0,day0
303,inv_303,3396ebb7-b836-4fca-840d-b343f74b36d2,sent,day0,day0
304,inv_304,9e41deab-7ca1-4395-bb2b-e9e6b1a20438,sent,day0,day0
305,inv_305,1b140fce-053e-4a0e-9fd9-b8e6623680b1,sent,day0,day0
306,inv_306,1c3f80c9-3339-4f57-a11d-25d7c939bdb7,sent,day0,day0
307,inv_307,19d757f0-3a4b-45bc-a95c-167a92884c6a,sent,day0,day0
308,inv_308,1f23c8ae-31d6-4d13-82f1-2d8d276912f6,sent,day0,day0
309,inv_309,bd73effb-e0ec-46c1-8dad-aaa184231bc6,sent,day0,day0
310,inv_310,d9dc51e0-afca-426a-bbb5-cc14c9f2c3b5,sent,day0,day0
311,inv_311,10d9b0e7-d473-4e8b-8ecd-6a00bfeadb4e,draft,day0,day0
312,inv_312,51dbe061-7670-4042-8405-15eacf5b8464,sent,day0,day0
313,inv_313,0e4ce632-8608-4031-9ee1-b11c7fe3315b,sent,day0,day0
314,inv_314,73bb07f5-4581-4434-bfd6-69609ab38ddf,sent,day0,day0
315,inv_315,7aeeaab7-522b-4f08-ab5e-d331dc462088,draft,day0,day0
316,inv_316,6bc75ea7-e4e0-46d3-aca7-237115bc575f,sent,day0,day0
317,inv_317,5d02371b-507a-425f-bd78-5d2ec6996021,sent,day0,day0
318,inv_318,f46ec6f9-cddd-4098-add2-be7a4468c926,sent,day0,day0
319,inv_319,0943b8d3-942f-4d0c-b24f-6857f1837985,sent,day0,day0
320,inv_320,e19f56f7-0d7f-4e0f-93e1-8307f4e1dc10,sent,day0,day0
321,inv_321,d5d9b346-0f3a-4a21-9657-1e47eee9368e,sent,day0,day0
322,inv_322,b4ab0bf9-2a38-4064-a602-880a077ee06f,sent,day0,day0
323,inv_323,a77d9dfc-822c-4d7d-b169-f84dec12902f,sent,day0,day0
