,invoice_item_id,invoice,count,product
85,558656d9-6409-415c-b387-b3dc8e2e5b43,inv_30,1,p_71
86,196a9176-4ffb-4fb1-98fe-9e246642345d,inv_31,4,p_99
87,f6fa9561-d750-4a44-b6c9-d958f26fff84,inv_31,1,p_65
88,004bd406-153a-4594-8537-0a3461bedac7,inv_31,4,p_20
89,8a5c0e63-1ff3-4146-b133-f7cf132a9576,inv_31,2,p_50
90,fc13482e-06ee-45e4-904e-0067b7a4962e,inv_31,2,p_113
91,bce150ef-f207-4bfb-a6e6-e8e82f562119,inv_32,4,p_62
92,69a124f5-57f9-4dab-a674-2f2cca265f79,inv_32,3,p_45
93,76a117b5-6808-4566-be20-526afd298cdb,inv_32,2,p_7
94,a7587455-4c29-4b23-bb21-7c1113e5723f,inv_32,4,p_70
95,8e204408-fc57-41e1-b225-85b4fe7e40a2,inv_32,2,p_93
96,34a8735e-7b04-4431-a2bd-8373031ca469,inv_33,1,p_116
97,be18ce71-c280-4206-95f9-aa3e2628d495,inv_33,3,p_4
98,530c1ec8-8eb9-4535-b0bd-56c46194769e,inv_33,3,p_33
99,1ac726e8-2575-449f-8be9-414a4902c2ba,inv_34,2,p_78
100,7a8f915d-4f35-4f33-b5af-d1ea6e548ee5,inv_35,3,p_105
101,eb0a7b6c-c41e-418f-ab02-ddfb7db4c459,inv_35,4,p_54
102,f30c435e-4dae-409c-8420-09d6eee85b2d,inv_36,1,p_14
103,1e6d44b0-1dad-43aa-8e02-1e70314abdc0,inv_36,4,p_81
104,9c4ffcb5-21f6-460b-aa12-f892ef352e70,inv_36,4,p_122
105,4d08423c-d0fc-481b-9e78-d086ccbda81d,inv_36,1,p_103
106,bc45747c-515f-4d43-8054-630fce80a69b,inv_36,2,p_65
107,d56c33f8-78c9-4b17-acf6-a54583ff99ff,inv_37,3,p_5
108,1d2b4d4d-b986-4005-abbb-bad0a71919ef,inv_37,4,p_9
109,08494aaf-97d5-4f86-b517-3d43689a60ab,inv_37,1,p_110
110,b8ba74ae-a4b3-4dc8-af91-630d55f429bb,inv_38,4,p_45
111,b9acf427-2031-4132-9036-b2d3bf5808b7,inv_38,2,p_85
112,012d1f83-6a3a-4c28-831c-ecd9e86627d9,inv_39,3,p_109
113,f049abf2-e187-4d00-a139-90200f1f664d,inv_39,1,p_102
114,190f4138-6a56-484f-a776-7cc45576115c,inv_39,4,p_14
115,9fd17bd8-c9a8-49b6-9a74-44c0a06d98c9,inv_40,1,p_121
116,7f758016-2619-43d6-bb58-8e85c075fa7e,inv_40,1,p_83
117,198a634b-3898-49be-b63e-32d2cb5bb737,inv_40,3,p_38
118,1dc30d03-c6a9-49d0-91f9-4e596c2c27b3,inv_40,2,p_19
119,8a6a5ec5-32ab-4451-8137-9e4344d4636f,inv_41,2,p_55
120,a115b6b6-e765-40af-affc-fce73cc4810c,inv_41,1,p_69
121,5cdfc25b-95a5-4fa4-aff3-e271f8adb61d,inv_42,3,p_49
122,a5675eac-62dc-466e-8e64-3fdd294d071e,inv_42,3,p_81
123,ee9aa99e-4e62-4862-84f4-76cae4669ac9,inv_43,1,p_11
124,25ff83cb-a86b-4ddb-ba76-bcfafd7bc07c,inv_43,3,p_81
125,7046140d-ee9d-4d36-9b9f-4110ee2a30f8,inv_44,3,p_57
126,e3787093-2738-434f-b469-17552bb37afb,inv_44,3,p_49
127,d7b1d1b1-1952-42ae-aa83-18edaaccea49,inv_44,1,p_22
128,cc14a3c3-ad34-4458-98ed-06f4263a0d94,inv_44,3,p_74
129,d87b4376-d7f1-4875-a9e5-f6c13293f2a6,inv_44,2,p_115
130,301b54f4-8f94-441b-90b3-b70de152b26f,inv_45,1,p_64
131,16b55d05-3c6b-4f06-b986-2fbfb674a385,inv_45,4,p_44
132,bac3a3e5-ca30-4b9a-b063-cded99da6c0f,inv_45,3,p_51
133,027aa225-6ce5-4372-80a8-367071726f85,inv_46,1,p_24
134,ceab3cb4-6a65-4c39-b0bf-cc8a4c60c656,inv_46,4,p_109
135,a56cb113-34b6-4167-97ca-9702bf7fa218,inv_46,2,p_33
136,a0a07ab0-5f64-483e-a960-1f3af4eb4edb,inv_47,3,p_38
137,6d78e1e7-e52a-453f-b3f1-4fc11a97ffa7,inv_48,4,p_124
138,3471e0b5-a399-4baf-98f6-01657d499e44,inv_48,1,p_114
139,c868e2ab-0141-4d5a-ac5a-f650bf3244e3,inv_48,1,p_38
140,07e352f5-e627-42e7-b809-aabb5f79fefd,inv_48,4,p_110
141,73cec9f7-e55b-43a0-9e3e-b26f36c0ce65,inv_49,2,p_92
142,194130d6-98ac-4dbd-8b72-18ad987a1716,inv_49,3,p_25
143,b5a5062f-95e1-4c1d-acbf-4c061ac63f79,inv_49,2,p_53
144,79952a3f-283a-49dc-843c-9daf8bbb8343,inv_49,4,p_77
145,b7403d97-7e83-4017-aea7-7602135b36ab,inv_49,4,p_21
146,615fee0b-7335-43d0-ac7e-4674fdfdf619,inv_50,1,p_106
147,ddbd5226-9325-4c02-bba6-6d20312fe025,inv_50,1,p_60
148,25953f57-b789-48a5-a31d-725cabf3027e,inv_50,4,p_111
149,2cedf8a9-2a61-415b-9dce-27b8ca77f994,inv_51,1,p_52
150,c07cb4dd-89e7-4d79-9899-fa47669d2681,inv_51,2,p_83
151,9af4f69a-bfee-4b3d-8cff-b3e23cdd7496,inv_51,4,p_74
152,de9a4491-f33f-422b-9976-8f7afbda5cba,inv_51,2,p_26
153,6286098d-6e6d-41c3-8186-bcba81b9098e,inv_51,3,p_30
154,4b92604a-85fc-409d-b049-1acc9cc6ddc5,inv_52,4,p_23
155,37fc6585-3c9d-4f33-9fbe-448af4f50576,inv_52,1,p_0
156,edc6c5c9-2b97-417b-81e2-bf93e94deb9e,inv_52,4,p_53
157,ffc6cd53-8319-49f4-986a-fd949ba6ef75,inv_52,4,p_111
158,697b0a2e-d754-4759-83de-ecf273159e25,inv_53,2,p_124
159,949d6bdd-a89f-4b4b-b49e-b2c886268a33,inv_53,4,p_68
160,2be65d65-7fb5-4459-b500-eb2c32bf1b6f,inv_53,2,p_30
161,f2efe102-dc9b-4f27-9cd8-28ca1f840812,inv_53,1,p_35
162,a2338c9d-66fd-445f-a3d5-19d92918da71,inv_53,4,p_42
163,0dc4cf42-448c-4a56-acac-71cb7d9f7ef2,inv_54,2,p_15
164,3a3cea5c-8838-46f9-8390-0df0117674ca,inv_54,3,p_9
165,649f6b40-55b2-414f-bc24-c287c65c9f3c,inv_54,3,p_10
166,9cb28426-6b14-49af-a200-3d92ef6ea5bb,inv_54,3,p_45
167,b882d79c-a1b4-42c7-8487-9d7fa56d60b9,inv_55,3,p_63
168,2df21c64-f4be-47bc-9d7c-11b48389a697,inv_55,3,p_50
169,bc04da91-6007-4876-83dd-0eb90a140e5f,inv_56,3,p_41
170,0507b6ff-7b4f-49bc-9f6d-4b2a46ec10f1,inv_57,2,p_53
171,97456c99-6edc-48a1-b8ca-0bf0b478e6f3,inv_57,3,p_31
172,80224e36-ae8d-4f14-9538-56d03019534e,inv_57,3,p_104
173,aab05588-62b2-41f6-a318-15d804f01699,inv_58,4,p_67
174,cb09da8c-0c7f-47f3-aa7d-d63bd4a8ad5e,inv_58,4,p_27
175,7dad0bf8-08c9-4249-828b-437e28176507,inv_58,3,p_82
176,c2448b1b-4bd0-4e2a-8b34-6385abf1b6f0,inv_58,3,p_72
177,93218253-9395-4d4c-b066-995476fd3522,inv_59,1,p_95
178,9e2a002b-6240-4133-b1b3-d421516fa0b4,inv_59,3,p_26
179,eb6d67a3-bd2b-4cc4-b70c-c5f623acde39,inv_60,4,p_31
180,b6fa1e69-927a-417e-8ecc-4650a135b97e,inv_61,1,p_13
181,67468cbc-aa27-4edb-b2a4-e72f12f766d4,inv_61,1,p_23
182,c7ad055b-0b79-48b2-9d89-75d7990e5981,inv_61,1,p_30
183,e6a6b0b9-5003-44b0-a8fc-5fa142e0f3ae,inv_61,3,p_117
184,2dcc28c5-12c8-4e5f-9b74-0e6809065a0d,inv_61,2,p_25
185,ea3999ff-7516-4510-974d-ebbb1bd74dc4,inv_62,1,p_61
186,3741b9ee-35e1-4e84-8852-fcbd560819fa,inv_62,2,p_26
187,52949282-233d-441b-9a51-66afbc950e72,inv_62,4,p_124
188,a4d90e4c-a599-4c6f-940f-92ce88333544,inv_62,4,p_114
189,a8c762ff-84be-4943-8493-96692bbc849c,inv_63,2,p_26
190,419ba8f0-a97d-40f9-a56b-bc5601d5fd43,inv_63,2,p_12
191,c3026d1f-acbf-421f-914b-dffaf7da60da,inv_63,3,p_41
192,8dab630a-8ca7-4368-b5c7-7194890c0fd0,inv_63,1,p_50
193,d8d67222-1265-4d32-805d-55606be17e59,inv_63,4,p_43
194,bb4aaccf-95d8-4fe1-865d-772345fa4353,inv_64,4,p_1
195,e58b6344-e6fb-45fd-baf6-637aad143795,inv_64,1,p_23
196,6d05be03-701c-48ac-bd8b-fe29378645db,inv_64,2,p_46
197,709ac270-20b1-4a6c-82f0-fb32403d43f0,inv_64,1,p_51
198,be3752c2-5cfb-4653-8a02-ec29af7bf504,inv_65,2,p_116
199,0b8ddb59-34f5-4954-9e9d-207b21ed6091,inv_65,4,p_2
200,e56b1f99-5f24-4b89-a0ed-84cab3273381,inv_66,3,p_117
201,6e484bdf-92bb-4e6f-b9ee-c1ce16406ede,inv_66,1,p_70
202,da60a9f0-123b-4189-abf8-5c2301d1cd85,inv_67,1,p_12
203,7854ee2b-6d99-4dc1-ac62-8f4d42da162b,inv_67,4,p_28
204,445b546f-3b3b-49b7-9188-c181810530c5,inv_67,3,p_10
205,1395a4d8-69a7-407a-bd05-01d5f47c33bd,inv_67,1,p_97
206,d6896b17-8d7c-4965-a56b-c269ef08b624,inv_67,1,p_20
207,f802cc4b-a841-4223-8c3e-fd94009fa19d,inv_68,1,p_54
208,f628ae78-0396-4b4d-a985-c8d15301e7bd,inv_68,4,p_17
209,a4eb3342-94e8-4f87-a996-6fd080deab38,inv_68,4,p_87
210,6581bb4c-76bd-4b8c-8436-a5c1967f421e,inv_68,2,p_2
211,cb84e157-98f9-4b9e-a2c1-8ed43312c6f7,inv_69,4,p_11
212,dea20126-bba2-42a7-8b95-dbb6e5085188,inv_70,3,p_4
213,d4cca336-309e-4ca9-ab12-419b59c3d04c,inv_71,1,p_64
214,820403f4-e9a3-4244-a696-8f7394de12fd,inv_72,1,p_61
215,c81b4c14-8fbe-4bab-b2cf-d8f1480d191a,inv_72,1,p_44
216,d88637d7-4cda-44fc-bb89-13a5440e5c57,inv_72,1,p_91
217,d0ef7d33-63aa-4485-98b0-da3034919a63,inv_72,2,p_91
218,0126db70-41ed-4e31-8160-314b5c74e099,inv_73,3,p_98
219,40dde5d5-be8d-4674-9ec3-fc6ec15b6354,inv_73,4,p_99
220,b91c10d5-6739-4da3-926a-c06122c9769f,inv_73,3,p_49
221,005cb712-6649-44a0-86fb-87977203aa30,inv_74,1,p_6
222,30282439-49ad-4c53-9b9a-661fa6672615,inv_74,3,p_63
223,c10d3a77-314a-4209-85ce-415f45b9733c,inv_75,1,p_116
224,d7c7e1d7-e0b9-40e7-9a2d-742ac3df8449,inv_75,1,p_16
225,7c66f082-0b70-426e-82ae-0f323fc8d848,inv_75,1,p_122
226,e25d2ed3-8526-47b6-9713-97dfee686566,inv_75,1,p_4
227,23ef89c9-e25d-4829-89aa-6ab5e1b1fa01,inv_75,4,p_26
228,cbf4b90a-d724-4444-ac05-60cb9691e965,inv_76,2,p_105
229,499881d9-3114-4a0f-9673-b4afd77830d5,inv_76,1,p_80
230,b987d511-1a13-46b7-b4b6-bf1e60594708,inv_76,3,p_88
231,ef9e07d1-fe2a-4dba-acaf-edad26d37e33,inv_76,3,p_52
232,a9e65578-3f2f-4ddb-bd4e-0490ff493423,inv_77,3,p_66
233,10282ee4-01db-4118-a41f-da5c589f1e56,inv_77,2,p_108
234,6b4666eb-6b2c-4d6d-8807-fb286b76223b,inv_77,3,p_35
235,ecc3dc03-5683-4d1a-b754-e80a26e646f8,inv_77,3,p_97
236,c5f5394d-2e03-4a9f-ac28-8735b84b0b1b,inv_78,2,p_105
237,16f9989d-ba09-41b7-a212-43b1afa21b5f,inv_78,4,p_90
238,3555762e-1f50-4cb4-8c1d-aa8bbdb7955c,inv_78,3,p_28
239,c0a3db88-b9a5-4042-8a9b-eea80ea9bf44,inv_79,4,p_107
240,45c21ceb-76bc-42ff-bb21-ba80e8919387,inv_79,3,p_21
241,61204942-dd88-467b-8e83-302409f43a20,inv_80,2,p_55
242,17a81713-0de6-4bc7-a52a-16ecc48d601d,inv_80,4,p_58
243,ca43e0b0-6fb7-47d7-a8bd-e4e9646e5444,inv_81,2,p_114
244,03de2621-6111-488f-9a8e-d57e533d5309,inv_81,1,p_55
245,293218d2-cf92-432e-9571-97296267f964,inv_81,4,p_2
246,c7b44bd4-1bfb-466a-874c-986ba625fb47,inv_81,3,p_66
247,a578d421-8f0a-4776-827c-63f75912856a,inv_82,3,p_73
248,176f82bb-70ab-451c-be2d-1eeb39373873,inv_82,3,p_109
249,a86ecc6d-f38d-4fae-ab4d-316a54239613,inv_83,2,p_116
250,e1f55b8f-6dcb-4d22-b21e-02564542db5b,inv_83,1,p_40
251,6af586f3-a67a-40a0-bbf5-648f590b7748,inv_84,1,p_14
252,622f92e5-76e4-4aa6-9cdf-83037612789a,inv_85,4,p_4
253,937d7a30-cb2d-4d76-afbd-ca2beffeb1b8,inv_85,4,p_41
254,0b9bab9e-beae-4849-a5f0-79573a5361fa,inv_86,3,p_27
255,bda45656-fdbd-4f77-abb7-3664704d0914,inv_86,4,p_92
256,0da9e8e7-4b43-4057-b519-69978329a0f9,inv_86,2,p_18
257,c9eb254b-bd9a-401b-968b-28823e835a83,inv_87,3,p_65
258,8c55f022-6d8c-412b-a6d5-cc27b5ba4e23,inv_87,3,p_23
259,0dee2914-1b8c-43ce-bb77-358142741845,inv_87,4,p_53
260,2648cb43-1896-454b-92e1-71dbf904bf25,inv_88,3,p_13
261,d5d4e041-9b83-4bd6-bb1b-e1eab8ad5908,inv_88,2,p_26
262,ffbf3f5b-ddd1-4f80-aacf-ef1db8dd8ccc,inv_88,2,p_6
263,61c8b9af-d604-4656-b561-c274a2a600ae,inv_88,1,p_1
264,8067d602-a46a-4076-bb0d-f88889dc947c,inv_89,3,p_27
265,62afe251-f530-4c99-bb21-fc21dbe5f01b,inv_89,2,p_100
266,1739d04f-ae1b-437f-b829-79db4a128a71,inv_89,2,p_3
267,f54b6809-1b38-425b-8693-07147eea6c0c,inv_89,2,p_119
268,b47f3eab-e339-4337-be03-c06ca3cd6862,inv_89,4,p_82
269,a92d4906-44d2-4802-b738-a2a12ea58809,inv_90,1,p_116
270,c7e288c5-54d3-4cfd-80d8-51bbc9f60599,inv_90,2,p_42
271,d9336749-43b2-4abd-a7b4-1515442f6aa5,inv_90,2,p_120
272,28b8639b-72dc-4067-ab94-6bee9c9a3c42,inv_90,4,p_115
273,e370d92d-a9ea-49e5-9aa2-ea3764b261a4,inv_91,3,p_56
274,295e9edf-2496-4db3-8783-3e73a9fe2c0c,inv_91,1,p_17
275,bc8cd3db-b80c-47f1-a5f8-0c81236531a7,inv_92,1,p_76
276,1b9a1b74-6cc9-472a-a4ae-25775080928f,inv_92,2,p_122
277,12611760-74e1-4ce7-b09d-2dc92d9c210b,inv_93,3,p_29
278,7acd27a9-e173-4cfa-918e-f028000beda9,inv_93,2,p_52
279,1fbcc77f-42e2-42d6-946c-10e46772b157,inv_93,1,p_95
280,877a1ba9-4a79-4295-9844-abc410c5661c,inv_94,2,p_55
281,a07a0085-f6a2-427c-a353-63de6a216fae,inv_94,3,p_19
282,8a19edb8-d313-4610-a66b-fd8fcceb27b4,inv_94,3,p_124
283,1dc0d412-b9c1-41ee-a7a0-a2039016c269,inv_94,1,p_115
284,edbf9cc1-a9de-46e2-a2f3-5b89d228a92b,inv_95,1,p_8
285,fdb1a4c3-f507-4819-b7bb-e8983aa0253e,inv_95,3,p_68
286,2544bffe-9ee0-45f4-b236-c4d4f20a3ede,inv_96,1,p_47
287,60a60558-4d39-4b2c-9b36-4cdc41e22a22,inv_97,2,p_64
288,02347c76-0a66-4466-8ad9-84c67b5e953e,inv_98,3,p_85
289,bba57d77-58c2-4448-91ed-bb830c03c8aa,inv_99,1,p_117
290,c68b7b5e-2f48-4e03-a2e4-ff2c31847b43,inv_99,4,p_66
291,01a5f11d-ddad-4cd2-a589-1a79c34ecb9c,inv_99,4,p_56
292,f26f6295-e689-459d-8472-fb8ca239ef8f,inv_99,2,p_94
293,160ae880-3cd1-4caf-88d4-fff4cc7a6b1a,inv_99,4,p_21
294,33e69807-9831-4005-b0a5-780f44675d81,inv_100,1,p_39
295,b73cc08d-ebab-4598-81d3-cef00012bf3f,inv_100,1,p_109
296,3e1b80a7-389d-49f4-ba4b-354b4f06a174,inv_101,2,p_54
297,165f1206-ffb5-48d4-a1bf-eb542c935955,inv_101,3,p_104
298,e9e1a00d-c640-4bd0-a243-c4b61982b465,inv_101,4,p_20
299,c4b11c81-4bcd-474e-909e-f3fe27ed7d42,inv_101,2,p_38
300,0541a532-f2f0-4fbb-8c30-2637427bdfcc,inv_101,4,p_112
301,6f6806b2-d6e5-4e2c-9e13-430746a68f3c,inv_102,4,p_85
302,341411fa-b5ab-4375-8757-32d4e3e565f8,inv_103,1,p_119
303,511ed8c0-1164-4786-9724-8789d2e3be00,inv_103,1,p_14
304,b476b961-b8ec-4322-b421-22bd2f651a9f,inv_103,3,p_35
305,356d5710-3ddb-4c7f-a1d1-1702c0c67fad,inv_103,4,p_72
306,c77d123c-f428-4371-93f6-e2f834040269,inv_103,2,p_58
307,0af37b30-d923-4238-99f7-61657cb06fbf,inv_104,1,p_92
308,5c96e4d4-a661-494c-8cac-cf20034fe9ca,inv_104,4,p_102
309,f0b52c90-6401-48ce-81ec-420f8a3eac71,inv_104,2,p_24
310,d46f1799-a22f-4347-89db-3d80042e22a6,inv_104,2,p_54
311,12a46f42-fff2-4acf-bd19-6e649d28b125,inv_104,4,p_42
312,19653bd9-ea9e-43bd-b6b4-0551f16647e1,inv_105,4,p_89
313,fa1e7b8a-9fcb-4a8f-8b2f-5ee7ebfe84e3,inv_105,3,p_115
314,5f3e0f78-48e3-4ca7-a6d7-06fc7b22b46b,inv_105,2,p_115
315,15ff9cfd-721d-4043-a33d-4b50e9d1bd30,inv_106,4,p_1
316,95f95970-51ff-42e7-9e82-8a242939c917,inv_106,2,p_39
317,78e33e0f-db6f-4131-a6ab-047248a8e1c0,inv_106,2,p_79
318,f4b7048e-dbba-4f1e-bfb6-c665f1dedb1f,inv_106,4,p_48
319,7c926443-c2b3-4d63-b485-466f11107833,inv_107,3,p_83
320,6ac445e7-2c4d-4166-a5a7-261ddcbf082b,inv_107,2,p_67
321,de2d3440-0de8-4d16-b8dc-c1b7fdcef104,inv_108,2,p_97
322,52a92415-6cc6-4cd6-8174-9e85fe0ca20a,inv_108,4,p_71
323,a0d38ae0-0872-4d73-851c-e6678cfd1733,inv_109,2,p_0
324,9f1961d9-8d8a-404a-8eda-f64aa5033681,inv_109,3,p_70
325,96c1fc21-2624-4857-8558-4e06866cdd02,inv_109,4,p_92
326,7eaea573-639e-498f-a19b-711af403fcad,inv_110,3,p_63
327,50bc3b19-8063-4251-9899-d4ad8a4e276f,inv_110,1,p_9
328,29dbb1c7-2759-4469-82bd-0df0fe4f3cf8,inv_110,1,p_96
329,dfb8b50a-12d4-4f24-8194-99c441fb130e,inv_111,4,p_42
330,56a52ea3-dc78-4ca5-9bed-bac9f419bfed,inv_112,4,p_5
331,a129ca6e-020f-4ba0-8ddf-c69593b3053c,inv_112,2,p_47
332,adc9a2ca-f838-491d-a81a-680052ec11dc,inv_113,1,p_56
333,fcfdea28-dc95-4234-aa32-095fe6e24bed,inv_113,2,p_45
334,f484ed29-fb0f-41cf-9eb8-7a628bb5e585,inv_114,4,p_39
335,3f3573a6-6c3f-4fdd-b476-9afcda9e7c13,inv_115,4,p_86
336,e6f42c80-ddc3-4743-bf9b-6a662bf32d24,inv_115,1,p_116
337,cd416a0d-8f45-494e-b00b-5fe3d5556364,inv_115,4,p_108
338,d7801a64-5193-47a3-a479-a1602e59c6fa,inv_115,3,p_38
339,baa444e6-0954-4be7-986c-30cdde619082,inv_116,3,p_26
340,6cee1e6b-ba88-4576-8c27-ce6e262e0df1,inv_116,2,p_67
341,bb5511ed-67f1-4c98-ba6b-99b9b86b90d7,inv_116,4,p_64
342,55efe8ae-f3e3-460b-b69b-be928e101698,inv_116,3,p_124
343,b45683d3-87fb-4855-ae49-338ba6a0567f,inv_117,1,p_107
344,8e8924fc-5c46-47b1-97eb-e2c668d8569c,inv_118,4,p_27
345,b6f3b7c8-cb59-4201-b9d3-c7cd76fc1749,inv_118,4,p_5
346,0404b338-6c54-4221-b048-c30b64de1e44,inv_119,4,p_37
347,b9448227-49ad-4080-94d7-728fd196b319,inv_119,2,p_73
348,b6d4601e-76b4-4009-b2ff-739a59dfd88d,inv_119,1,p_79
